City
İstanbul,MARMARA,Maltepe,SALİM MAHMUT,10,İstanbul,MARMARA,Maltepe,FATİH GAMZE,6,366
İstanbul,MARMARA,Maltepe,SALİM MAHMUT,10,İstanbul,MARMARA,Maltepe,FATİH MİRAÇ,7,379
İstanbul,MARMARA,Maltepe,SALİM MAHMUT,10,İstanbul,MARMARA,Maltepe,FATİH YÜCEL,8,138
İstanbul,MARMARA,Beykoz,SALİM MANSUR,11,İstanbul,MARMARA,Beykoz,FATİH KUBİLAY,9,116
İstanbul,MARMARA,Beykoz,SALİM MANSUR,11,İstanbul,MARMARA,Beykoz,FATİH HAYATİ,10,255
İstanbul,MARMARA,Beykoz,SALİM MANSUR,11,İstanbul,MARMARA,Beykoz,FATİH BEDRİYE,11,335
İstanbul,MARMARA,Beykoz,SALİM MANSUR,11,İstanbul,MARMARA,Beykoz,FATİH MÜGE,12,183
İstanbul,MARMARA,Beykoz,SALİM KÜRŞAD,12,İstanbul,MARMARA,Beykoz,FATİH KUBİLAY,9,51
İstanbul,MARMARA,Beykoz,SALİM KÜRŞAD,12,İstanbul,MARMARA,Beykoz,FATİH HAYATİ,10,368
İstanbul,MARMARA,Beykoz,SALİM KÜRŞAD,12,İstanbul,MARMARA,Beykoz,FATİH BEDRİYE,11,301
İstanbul,MARMARA,Beykoz,SALİM KÜRŞAD,12,İstanbul,MARMARA,Beykoz,FATİH MÜGE,12,423
İstanbul,MARMARA,Beykoz,SALİM GAMZE,13,İstanbul,MARMARA,Beykoz,FATİH KUBİLAY,9,13
İstanbul,MARMARA,Beykoz,SALİM GAMZE,13,İstanbul,MARMARA,Beykoz,FATİH HAYATİ,10,370
İstanbul,MARMARA,Beykoz,SALİM GAMZE,13,İstanbul,MARMARA,Beykoz,FATİH BEDRİYE,11,74
İstanbul,MARMARA,Beykoz,SALİM GAMZE,13,İstanbul,MARMARA,Beykoz,FATİH MÜGE,12,374
İstanbul,MARMARA,Beykoz,SALİM MİRAÇ,14,İstanbul,MARMARA,Beykoz,FATİH KUBİLAY,9,298
İstanbul,MARMARA,Beykoz,SALİM MİRAÇ,14,İstanbul,MARMARA,Beykoz,FATİH HAYATİ,10,227
İstanbul,MARMARA,Beykoz,SALİM MİRAÇ,14,İstanbul,MARMARA,Beykoz,FATİH BEDRİYE,11,139
İstanbul,MARMARA,Beykoz,SALİM MİRAÇ,14,İstanbul,MARMARA,Beykoz,FATİH MÜGE,12,360
İstanbul,MARMARA,Beykoz,SALİM YÜCEL,15,İstanbul,MARMARA,Beykoz,FATİH KUBİLAY,9,29
İstanbul,MARMARA,Beykoz,SALİM YÜCEL,15,İstanbul,MARMARA,Beykoz,FATİH HAYATİ,10,341
İstanbul,MARMARA,Beykoz,SALİM YÜCEL,15,İstanbul,MARMARA,Beykoz,FATİH BEDRİYE,11,250
İstanbul,MARMARA,Beykoz,SALİM YÜCEL,15,İstanbul,MARMARA,Beykoz,FATİH MÜGE,12,319
İstanbul,MARMARA,Kartal,SALİM KUBİLAY,16,İstanbul,MARMARA,Kartal,MEHMET JALE,13,261
İstanbul,MARMARA,Kartal,SALİM KUBİLAY,16,İstanbul,MARMARA,Kartal,MEHMET ALİ,14,122
İstanbul,MARMARA,Kartal,SALİM KUBİLAY,16,İstanbul,MARMARA,Kartal,MEHMET MAHMUT,15,304
İstanbul,MARMARA,Kartal,SALİM KUBİLAY,16,İstanbul,MARMARA,Kartal,MEHMET MANSUR,16,324
İstanbul,MARMARA,Kartal,SALİM HAYATİ,17,İstanbul,MARMARA,Kartal,MEHMET JALE,13,452
İstanbul,MARMARA,Kartal,SALİM HAYATİ,17,İstanbul,MARMARA,Kartal,MEHMET ALİ,14,404
İstanbul,MARMARA,Kartal,SALİM HAYATİ,17,İstanbul,MARMARA,Kartal,MEHMET MAHMUT,15,78
İstanbul,MARMARA,Kartal,SALİM HAYATİ,17,İstanbul,MARMARA,Kartal,MEHMET MANSUR,16,17
İstanbul,MARMARA,Kartal,SALİM BEDRİYE,18,İstanbul,MARMARA,Kartal,MEHMET JALE,13,48
İstanbul,MARMARA,Kartal,SALİM BEDRİYE,18,İstanbul,MARMARA,Kartal,MEHMET ALİ,14,456
İstanbul,MARMARA,Kartal,SALİM BEDRİYE,18,İstanbul,MARMARA,Kartal,MEHMET MAHMUT,15,432
İstanbul,MARMARA,Kartal,SALİM BEDRİYE,18,İstanbul,MARMARA,Kartal,MEHMET MANSUR,16,441
İstanbul,MARMARA,Kartal,SALİM MÜGE,19,İstanbul,MARMARA,Kartal,MEHMET JALE,13,488
İstanbul,MARMARA,Kartal,SALİM MÜGE,19,İstanbul,MARMARA,Kartal,MEHMET ALİ,14,267
İstanbul,MARMARA,Kartal,SALİM MÜGE,19,İstanbul,MARMARA,Kartal,MEHMET MAHMUT,15,124
İstanbul,MARMARA,Kartal,SALİM MÜGE,19,İstanbul,MARMARA,Kartal,MEHMET MANSUR,16,40
İstanbul,MARMARA,Kartal,EMİNE JALE,20,İstanbul,MARMARA,Kartal,MEHMET JALE,13,412
İstanbul,MARMARA,Kartal,EMİNE JALE,20,İstanbul,MARMARA,Kartal,MEHMET ALİ,14,202
İstanbul,MARMARA,Kartal,EMİNE JALE,20,İstanbul,MARMARA,Kartal,MEHMET MAHMUT,15,240
İstanbul,MARMARA,Kartal,EMİNE JALE,20,İstanbul,MARMARA,Kartal,MEHMET MANSUR,16,425
İstanbul,MARMARA,Kadıköy,EMİNE ALİ,21,İstanbul,MARMARA,Kadıköy,MEHMET KÜRŞAD,17,350
İstanbul,MARMARA,Kadıköy,EMİNE ALİ,21,İstanbul,MARMARA,Kadıköy,MEHMET GAMZE,18,91
İstanbul,MARMARA,Kadıköy,EMİNE ALİ,21,İstanbul,MARMARA,Kadıköy,MEHMET MİRAÇ,19,299
İstanbul,MARMARA,Kadıköy,EMİNE ALİ,21,İstanbul,MARMARA,Kadıköy,MEHMET YÜCEL,20,148
İstanbul,MARMARA,Kadıköy,EMİNE MAHMUT,22,İstanbul,MARMARA,Kadıköy,MEHMET KÜRŞAD,17,317
İstanbul,MARMARA,Kadıköy,EMİNE MAHMUT,22,İstanbul,MARMARA,Kadıköy,MEHMET GAMZE,18,215
İstanbul,MARMARA,Kadıköy,EMİNE MAHMUT,22,İstanbul,MARMARA,Kadıköy,MEHMET MİRAÇ,19,285
İstanbul,MARMARA,Kadıköy,EMİNE MAHMUT,22,İstanbul,MARMARA,Kadıköy,MEHMET YÜCEL,20,346
İstanbul,MARMARA,Kadıköy,EMİNE MANSUR,23,İstanbul,MARMARA,Kadıköy,MEHMET KÜRŞAD,17,56
İstanbul,MARMARA,Kadıköy,EMİNE MANSUR,23,İstanbul,MARMARA,Kadıköy,MEHMET GAMZE,18,35
İstanbul,MARMARA,Kadıköy,EMİNE MANSUR,23,İstanbul,MARMARA,Kadıköy,MEHMET MİRAÇ,19,165
İstanbul,MARMARA,Kadıköy,EMİNE MANSUR,23,İstanbul,MARMARA,Kadıköy,MEHMET YÜCEL,20,317
İstanbul,MARMARA,Kadıköy,EMİNE KÜRŞAD,24,İstanbul,MARMARA,Kadıköy,MEHMET KÜRŞAD,17,433
İstanbul,MARMARA,Kadıköy,EMİNE KÜRŞAD,24,İstanbul,MARMARA,Kadıköy,MEHMET GAMZE,18,246
İstanbul,MARMARA,Kadıköy,EMİNE KÜRŞAD,24,İstanbul,MARMARA,Kadıköy,MEHMET MİRAÇ,19,418
İstanbul,MARMARA,Kadıköy,EMİNE KÜRŞAD,24,İstanbul,MARMARA,Kadıköy,MEHMET YÜCEL,20,385
İstanbul,MARMARA,Kadıköy,EMİNE GAMZE,25,İstanbul,MARMARA,Kadıköy,MEHMET KÜRŞAD,17,428
İstanbul,MARMARA,Kadıköy,EMİNE GAMZE,25,İstanbul,MARMARA,Kadıköy,MEHMET GAMZE,18,496
İstanbul,MARMARA,Kadıköy,EMİNE GAMZE,25,İstanbul,MARMARA,Kadıköy,MEHMET MİRAÇ,19,180
İstanbul,MARMARA,Kadıköy,EMİNE GAMZE,25,İstanbul,MARMARA,Kadıköy,MEHMET YÜCEL,20,475
Edirne,MARMARA,Uzunköprü,EMİNE MİRAÇ,26,Edirne,MARMARA,Uzunköprü,MEHMET KUBİLAY,21,230
Edirne,MARMARA,Uzunköprü,EMİNE MİRAÇ,26,Edirne,MARMARA,Uzunköprü,MEHMET HAYATİ,22,389
Edirne,MARMARA,Uzunköprü,EMİNE MİRAÇ,26,Edirne,MARMARA,Uzunköprü,MEHMET BEDRİYE,23,416
Edirne,MARMARA,Uzunköprü,EMİNE MİRAÇ,26,Edirne,MARMARA,Uzunköprü,MEHMET MÜGE,24,219
Edirne,MARMARA,Uzunköprü,EMİNE YÜCEL,27,Edirne,MARMARA,Uzunköprü,MEHMET KUBİLAY,21,433
Edirne,MARMARA,Uzunköprü,EMİNE YÜCEL,27,Edirne,MARMARA,Uzunköprü,MEHMET HAYATİ,22,318
Edirne,MARMARA,Uzunköprü,EMİNE YÜCEL,27,Edirne,MARMARA,Uzunköprü,MEHMET BEDRİYE,23,36
Edirne,MARMARA,Uzunköprü,EMİNE YÜCEL,27,Edirne,MARMARA,Uzunköprü,MEHMET MÜGE,24,346
Edirne,MARMARA,Uzunköprü,EMİNE KUBİLAY,28,Edirne,MARMARA,Uzunköprü,MEHMET KUBİLAY,21,297
Edirne,MARMARA,Uzunköprü,EMİNE KUBİLAY,28,Edirne,MARMARA,Uzunköprü,MEHMET HAYATİ,22,53
Edirne,MARMARA,Uzunköprü,EMİNE KUBİLAY,28,Edirne,MARMARA,Uzunköprü,MEHMET BEDRİYE,23,271
Edirne,MARMARA,Uzunköprü,EMİNE KUBİLAY,28,Edirne,MARMARA,Uzunköprü,MEHMET MÜGE,24,424
Edirne,MARMARA,Uzunköprü,EMİNE HAYATİ,29,Edirne,MARMARA,Uzunköprü,MEHMET KUBİLAY,21,144
Edirne,MARMARA,Uzunköprü,EMİNE HAYATİ,29,Edirne,MARMARA,Uzunköprü,MEHMET HAYATİ,22,347
Edirne,MARMARA,Uzunköprü,EMİNE HAYATİ,29,Edirne,MARMARA,Uzunköprü,MEHMET BEDRİYE,23,349
Edirne,MARMARA,Uzunköprü,EMİNE HAYATİ,29,Edirne,MARMARA,Uzunköprü,MEHMET MÜGE,24,238
Edirne,MARMARA,Uzunköprü,EMİNE BEDRİYE,30,Edirne,MARMARA,Uzunköprü,MEHMET KUBİLAY,21,63
Edirne,MARMARA,Uzunköprü,EMİNE BEDRİYE,30,Edirne,MARMARA,Uzunköprü,MEHMET HAYATİ,22,134
Edirne,MARMARA,Uzunköprü,EMİNE BEDRİYE,30,Edirne,MARMARA,Uzunköprü,MEHMET BEDRİYE,23,361
Edirne,MARMARA,Uzunköprü,EMİNE BEDRİYE,30,Edirne,MARMARA,Uzunköprü,MEHMET MÜGE,24,118
Edirne,MARMARA,Keşan,EMİNE MÜGE,31,Edirne,MARMARA,Keşan,ORHAN JALE,25,445
Edirne,MARMARA,Keşan,EMİNE MÜGE,31,Edirne,MARMARA,Keşan,ORHAN ALİ,26,304
Edirne,MARMARA,Keşan,EMİNE MÜGE,31,Edirne,MARMARA,Keşan,ORHAN MAHMUT,27,212
Edirne,MARMARA,Keşan,EMİNE MÜGE,31,Edirne,MARMARA,Keşan,ORHAN MANSUR,28,379
Edirne,MARMARA,Keşan,MURAT JALE,32,Edirne,MARMARA,Keşan,ORHAN JALE,25,50
Edirne,MARMARA,Keşan,MURAT JALE,32,Edirne,MARMARA,Keşan,ORHAN ALİ,26,131
Edirne,MARMARA,Keşan,MURAT JALE,32,Edirne,MARMARA,Keşan,ORHAN MAHMUT,27,42
Edirne,MARMARA,Keşan,MURAT JALE,32,Edirne,MARMARA,Keşan,ORHAN MANSUR,28,255
Edirne,MARMARA,Keşan,MURAT ALİ,33,Edirne,MARMARA,Keşan,ORHAN JALE,25,404
Edirne,MARMARA,Keşan,MURAT ALİ,33,Edirne,MARMARA,Keşan,ORHAN ALİ,26,498
Edirne,MARMARA,Keşan,MURAT ALİ,33,Edirne,MARMARA,Keşan,ORHAN MAHMUT,27,9
Edirne,MARMARA,Keşan,MURAT ALİ,33,Edirne,MARMARA,Keşan,ORHAN MANSUR,28,411
Edirne,MARMARA,Keşan,MURAT MAHMUT,34,Edirne,MARMARA,Keşan,ORHAN JALE,25,387
Edirne,MARMARA,Keşan,MURAT MAHMUT,34,Edirne,MARMARA,Keşan,ORHAN ALİ,26,202
Edirne,MARMARA,Keşan,MURAT MAHMUT,34,Edirne,MARMARA,Keşan,ORHAN MAHMUT,27,407
Edirne,MARMARA,Keşan,MURAT MAHMUT,34,Edirne,MARMARA,Keşan,ORHAN MANSUR,28,321
Edirne,MARMARA,Keşan,MURAT MANSUR,35,Edirne,MARMARA,Keşan,ORHAN JALE,25,297
Edirne,MARMARA,Keşan,MURAT MANSUR,35,Edirne,MARMARA,Keşan,ORHAN ALİ,26,442
Edirne,MARMARA,Keşan,MURAT MANSUR,35,Edirne,MARMARA,Keşan,ORHAN MAHMUT,27,444
Edirne,MARMARA,Keşan,MURAT MANSUR,35,Edirne,MARMARA,Keşan,ORHAN MANSUR,28,95
Edirne,MARMARA,Lalapaşa,MURAT KÜRŞAD,36,Edirne,MARMARA,Lalapaşa,ORHAN KÜRŞAD,29,273
Edirne,MARMARA,Lalapaşa,MURAT KÜRŞAD,36,Edirne,MARMARA,Lalapaşa,ORHAN GAMZE,30,215
Edirne,MARMARA,Lalapaşa,MURAT KÜRŞAD,36,Edirne,MARMARA,Lalapaşa,ORHAN MİRAÇ,31,296
Edirne,MARMARA,Lalapaşa,MURAT KÜRŞAD,36,Edirne,MARMARA,Lalapaşa,ORHAN YÜCEL,32,416
Edirne,MARMARA,Lalapaşa,MURAT GAMZE,37,Edirne,MARMARA,Lalapaşa,ORHAN KÜRŞAD,29,339
Edirne,MARMARA,Lalapaşa,MURAT GAMZE,37,Edirne,MARMARA,Lalapaşa,ORHAN GAMZE,30,146
Edirne,MARMARA,Lalapaşa,MURAT GAMZE,37,Edirne,MARMARA,Lalapaşa,ORHAN MİRAÇ,31,154
Edirne,MARMARA,Lalapaşa,MURAT GAMZE,37,Edirne,MARMARA,Lalapaşa,ORHAN YÜCEL,32,401
Edirne,MARMARA,Lalapaşa,MURAT MİRAÇ,38,Edirne,MARMARA,Lalapaşa,ORHAN KÜRŞAD,29,279
Edirne,MARMARA,Lalapaşa,MURAT MİRAÇ,38,Edirne,MARMARA,Lalapaşa,ORHAN GAMZE,30,16
Edirne,MARMARA,Lalapaşa,MURAT MİRAÇ,38,Edirne,MARMARA,Lalapaşa,ORHAN MİRAÇ,31,297
Edirne,MARMARA,Lalapaşa,MURAT MİRAÇ,38,Edirne,MARMARA,Lalapaşa,ORHAN YÜCEL,32,225
Edirne,MARMARA,Lalapaşa,MURAT YÜCEL,39,Edirne,MARMARA,Lalapaşa,ORHAN KÜRŞAD,29,97
Edirne,MARMARA,Lalapaşa,MURAT YÜCEL,39,Edirne,MARMARA,Lalapaşa,ORHAN GAMZE,30,286
Edirne,MARMARA,Lalapaşa,MURAT YÜCEL,39,Edirne,MARMARA,Lalapaşa,ORHAN MİRAÇ,31,381
Edirne,MARMARA,Lalapaşa,MURAT YÜCEL,39,Edirne,MARMARA,Lalapaşa,ORHAN YÜCEL,32,423
Edirne,MARMARA,Lalapaşa,MURAT KUBİLAY,40,Edirne,MARMARA,Lalapaşa,ORHAN KÜRŞAD,29,194
Edirne,MARMARA,Lalapaşa,MURAT KUBİLAY,40,Edirne,MARMARA,Lalapaşa,ORHAN GAMZE,30,200
Edirne,MARMARA,Lalapaşa,MURAT KUBİLAY,40,Edirne,MARMARA,Lalapaşa,ORHAN MİRAÇ,31,179
Edirne,MARMARA,Lalapaşa,MURAT KUBİLAY,40,Edirne,MARMARA,Lalapaşa,ORHAN YÜCEL,32,98
Edirne,MARMARA,Süloğlu,MURAT HAYATİ,41,Edirne,MARMARA,Süloğlu,ORHAN KUBİLAY,33,199
Edirne,MARMARA,Süloğlu,MURAT HAYATİ,41,Edirne,MARMARA,Süloğlu,ORHAN HAYATİ,34,187
Edirne,MARMARA,Süloğlu,MURAT HAYATİ,41,Edirne,MARMARA,Süloğlu,ORHAN BEDRİYE,35,287
Edirne,MARMARA,Süloğlu,MURAT HAYATİ,41,Edirne,MARMARA,Süloğlu,ORHAN MÜGE,36,363
Edirne,MARMARA,Süloğlu,MURAT BEDRİYE,42,Edirne,MARMARA,Süloğlu,ORHAN KUBİLAY,33,388
Edirne,MARMARA,Süloğlu,MURAT BEDRİYE,42,Edirne,MARMARA,Süloğlu,ORHAN HAYATİ,34,194
Edirne,MARMARA,Süloğlu,MURAT BEDRİYE,42,Edirne,MARMARA,Süloğlu,ORHAN BEDRİYE,35,184
Edirne,MARMARA,Süloğlu,MURAT BEDRİYE,42,Edirne,MARMARA,Süloğlu,ORHAN MÜGE,36,463
Edirne,MARMARA,Süloğlu,MURAT MÜGE,43,Edirne,MARMARA,Süloğlu,ORHAN KUBİLAY,33,137
Edirne,MARMARA,Süloğlu,MURAT MÜGE,43,Edirne,MARMARA,Süloğlu,ORHAN HAYATİ,34,405
Edirne,MARMARA,Süloğlu,MURAT MÜGE,43,Edirne,MARMARA,Süloğlu,ORHAN BEDRİYE,35,58
Edirne,MARMARA,Süloğlu,MURAT MÜGE,43,Edirne,MARMARA,Süloğlu,ORHAN MÜGE,36,187
Edirne,MARMARA,Süloğlu,ATAKAN JALE,44,Edirne,MARMARA,Süloğlu,ORHAN KUBİLAY,33,397
Edirne,MARMARA,Süloğlu,ATAKAN JALE,44,Edirne,MARMARA,Süloğlu,ORHAN HAYATİ,34,353
Edirne,MARMARA,Süloğlu,ATAKAN JALE,44,Edirne,MARMARA,Süloğlu,ORHAN BEDRİYE,35,103
Edirne,MARMARA,Süloğlu,ATAKAN JALE,44,Edirne,MARMARA,Süloğlu,ORHAN MÜGE,36,237
Edirne,MARMARA,Süloğlu,ATAKAN ALİ,45,Edirne,MARMARA,Süloğlu,ORHAN KUBİLAY,33,276
Edirne,MARMARA,Süloğlu,ATAKAN ALİ,45,Edirne,MARMARA,Süloğlu,ORHAN HAYATİ,34,34
Edirne,MARMARA,Süloğlu,ATAKAN ALİ,45,Edirne,MARMARA,Süloğlu,ORHAN BEDRİYE,35,138
Edirne,MARMARA,Süloğlu,ATAKAN ALİ,45,Edirne,MARMARA,Süloğlu,ORHAN MÜGE,36,56
Edirne,MARMARA,Lalapaşa,ATAKAN MAHMUT,46,Edirne,MARMARA,Lalapaşa,PINAR JALE,37,326
Edirne,MARMARA,Lalapaşa,ATAKAN MAHMUT,46,Edirne,MARMARA,Lalapaşa,PINAR ALİ,38,212
Edirne,MARMARA,Lalapaşa,ATAKAN MAHMUT,46,Edirne,MARMARA,Lalapaşa,PINAR MAHMUT,39,58
Edirne,MARMARA,Lalapaşa,ATAKAN MAHMUT,46,Edirne,MARMARA,Lalapaşa,PINAR MANSUR,40,422
Edirne,MARMARA,Lalapaşa,ATAKAN MANSUR,47,Edirne,MARMARA,Lalapaşa,PINAR JALE,37,498
Edirne,MARMARA,Lalapaşa,ATAKAN MANSUR,47,Edirne,MARMARA,Lalapaşa,PINAR ALİ,38,216
Edirne,MARMARA,Lalapaşa,ATAKAN MANSUR,47,Edirne,MARMARA,Lalapaşa,PINAR MAHMUT,39,346
Edirne,MARMARA,Lalapaşa,ATAKAN MANSUR,47,Edirne,MARMARA,Lalapaşa,PINAR MANSUR,40,192
Edirne,MARMARA,Lalapaşa,ATAKAN KÜRŞAD,48,Edirne,MARMARA,Lalapaşa,PINAR JALE,37,415
Edirne,MARMARA,Lalapaşa,ATAKAN KÜRŞAD,48,Edirne,MARMARA,Lalapaşa,PINAR ALİ,38,25
Edirne,MARMARA,Lalapaşa,ATAKAN KÜRŞAD,48,Edirne,MARMARA,Lalapaşa,PINAR MAHMUT,39,68
Edirne,MARMARA,Lalapaşa,ATAKAN KÜRŞAD,48,Edirne,MARMARA,Lalapaşa,PINAR MANSUR,40,114
Edirne,MARMARA,Lalapaşa,ATAKAN GAMZE,49,Edirne,MARMARA,Lalapaşa,PINAR JALE,37,488
Edirne,MARMARA,Lalapaşa,ATAKAN GAMZE,49,Edirne,MARMARA,Lalapaşa,PINAR ALİ,38,354
Edirne,MARMARA,Lalapaşa,ATAKAN GAMZE,49,Edirne,MARMARA,Lalapaşa,PINAR MAHMUT,39,255
Edirne,MARMARA,Lalapaşa,ATAKAN GAMZE,49,Edirne,MARMARA,Lalapaşa,PINAR MANSUR,40,154
Edirne,MARMARA,Lalapaşa,ATAKAN MİRAÇ,50,Edirne,MARMARA,Lalapaşa,PINAR JALE,37,48
Edirne,MARMARA,Lalapaşa,ATAKAN MİRAÇ,50,Edirne,MARMARA,Lalapaşa,PINAR ALİ,38,438
Edirne,MARMARA,Lalapaşa,ATAKAN MİRAÇ,50,Edirne,MARMARA,Lalapaşa,PINAR MAHMUT,39,117
Edirne,MARMARA,Lalapaşa,ATAKAN MİRAÇ,50,Edirne,MARMARA,Lalapaşa,PINAR MANSUR,40,461
Kırklareli,MARMARA,Vize,ATAKAN YÜCEL,51,Kırklareli,MARMARA,Vize,PINAR KÜRŞAD,41,344
Kırklareli,MARMARA,Vize,ATAKAN YÜCEL,51,Kırklareli,MARMARA,Vize,PINAR GAMZE,42,451
Kırklareli,MARMARA,Vize,ATAKAN YÜCEL,51,Kırklareli,MARMARA,Vize,PINAR MİRAÇ,43,148
Kırklareli,MARMARA,Vize,ATAKAN YÜCEL,51,Kırklareli,MARMARA,Vize,PINAR YÜCEL,44,241
Kırklareli,MARMARA,Vize,ATAKAN KUBİLAY,52,Kırklareli,MARMARA,Vize,PINAR KÜRŞAD,41,83
Kırklareli,MARMARA,Vize,ATAKAN KUBİLAY,52,Kırklareli,MARMARA,Vize,PINAR GAMZE,42,28
Kırklareli,MARMARA,Vize,ATAKAN KUBİLAY,52,Kırklareli,MARMARA,Vize,PINAR MİRAÇ,43,255
Kırklareli,MARMARA,Vize,ATAKAN KUBİLAY,52,Kırklareli,MARMARA,Vize,PINAR YÜCEL,44,358
Kırklareli,MARMARA,Vize,ATAKAN HAYATİ,53,Kırklareli,MARMARA,Vize,PINAR KÜRŞAD,41,62
Kırklareli,MARMARA,Vize,ATAKAN HAYATİ,53,Kırklareli,MARMARA,Vize,PINAR GAMZE,42,171
Kırklareli,MARMARA,Vize,ATAKAN HAYATİ,53,Kırklareli,MARMARA,Vize,PINAR MİRAÇ,43,191
Kırklareli,MARMARA,Vize,ATAKAN HAYATİ,53,Kırklareli,MARMARA,Vize,PINAR YÜCEL,44,165
Kırklareli,MARMARA,Vize,ATAKAN BEDRİYE,54,Kırklareli,MARMARA,Vize,PINAR KÜRŞAD,41,382
Kırklareli,MARMARA,Vize,ATAKAN BEDRİYE,54,Kırklareli,MARMARA,Vize,PINAR GAMZE,42,26
Kırklareli,MARMARA,Vize,ATAKAN BEDRİYE,54,Kırklareli,MARMARA,Vize,PINAR MİRAÇ,43,88
Kırklareli,MARMARA,Vize,ATAKAN BEDRİYE,54,Kırklareli,MARMARA,Vize,PINAR YÜCEL,44,158
